Date,Time,"Total Board Power (TBP) [W]","Využití GPU [%]","Snímková frekvence (Presented) [FPS]","CPU Spotřeba energie jádra (SVI3 TFN) [W]","Celkové využití CPU [%]",
13.4.2025,23:9:19.918,44.983,19.0,106.6,48.188,43.7,
13.4.2025,23:9:20.424,45.117,17.0,106.1,50.332,45.4,
13.4.2025,23:9:20.927,45.415,16.0,105.9,47.460,43.0,
13.4.2025,23:9:21.428,45.567,17.0,106.3,48.631,44.0,
13.4.2025,23:9:21.932,45.373,23.0,105.9,46.986,43.4,
13.4.2025,23:9:22.419,45.105,17.0,105.7,48.521,43.3,
13.4.2025,23:9:22.920,45.040,19.0,105.8,47.046,43.6,
13.4.2025,23:9:23.424,45.753,17.0,106.1,46.982,43.1,
13.4.2025,23:9:23.927,44.856,20.0,106.1,48.884,43.4,
13.4.2025,23:9:24.425,44.900,17.0,106.2,46.847,42.8,
13.4.2025,23:9:24.924,44.632,19.0,106.4,48.228,43.4,
13.4.2025,23:9:25.426,45.387,17.0,106.8,47.681,43.0,
13.4.2025,23:9:25.922,45.374,18.0,106.3,46.734,43.1,
13.4.2025,23:9:26.422,44.767,17.0,107.0,47.229,43.4,
13.4.2025,23:9:26.927,45.334,19.0,106.7,48.053,43.6,
13.4.2025,23:9:27.431,44.923,17.0,106.1,52.906,52.6,
13.4.2025,23:9:27.932,44.933,18.0,104.8,48.821,44.6,
13.4.2025,23:9:28.431,45.179,18.0,104.8,48.888,43.5,
13.4.2025,23:9:28.918,45.132,18.0,105.4,47.828,44.0,
13.4.2025,23:9:29.418,44.526,17.0,105.9,47.795,43.3,
13.4.2025,23:9:29.921,45.397,18.0,105.9,47.795,43.3,
13.4.2025,23:9:30.420,44.721,19.0,106.7,48.840,43.5,
13.4.2025,23:9:30.921,44.928,17.0,106.5,48.311,43.2,
13.4.2025,23:9:31.422,45.555,16.0,106.3,48.710,43.2,
13.4.2025,23:9:31.921,44.677,18.0,105.7,47.662,43.6,
13.4.2025,23:9:32.420,44.846,16.0,106.3,46.970,43.2,
13.4.2025,23:9:32.918,45.437,17.0,106.6,47.322,43.6,
13.4.2025,23:9:33.421,44.365,14.0,106.4,48.450,43.3,
13.4.2025,23:9:33.923,44.491,17.0,106.3,48.817,43.7,
13.4.2025,23:9:34.422,45.345,14.0,106.1,48.489,43.9,
13.4.2025,23:9:34.922,44.726,17.0,106.0,48.232,43.9,
13.4.2025,23:9:35.425,45.302,17.0,105.6,49.415,45.0,
13.4.2025,23:9:35.926,45.182,18.0,106.7,47.461,43.4,
13.4.2025,23:9:36.426,44.745,17.0,106.8,47.766,42.9,
13.4.2025,23:9:36.943,45.431,18.0,106.5,48.615,44.1,
13.4.2025,23:9:37.439,45.194,17.0,106.6,47.796,43.3,
13.4.2025,23:9:37.941,45.018,17.0,106.5,48.223,43.6,
13.4.2025,23:9:38.443,45.187,17.0,106.4,46.688,43.6,
13.4.2025,23:9:38.946,44.610,17.0,106.6,47.765,43.6,
13.4.2025,23:9:39.445,44.660,16.0,106.4,47.620,43.1,
13.4.2025,23:9:39.949,45.030,17.0,106.2,48.039,44.1,
13.4.2025,23:9:40.437,44.555,17.0,106.3,47.826,43.1,
13.4.2025,23:9:40.939,45.278,17.0,106.8,48.084,43.9,
13.4.2025,23:9:41.459,44.788,17.0,106.3,47.600,43.0,
13.4.2025,23:9:41.962,44.820,16.0,104.1,50.786,48.4,
13.4.2025,23:9:42.461,44.486,19.0,102.0,54.972,57.7,
13.4.2025,23:9:42.961,44.421,16.0,98.1,65.016,74.9,
13.4.2025,23:9:43.461,44.883,16.0,101.5,48.477,44.9,
13.4.2025,23:9:43.959,44.706,16.0,102.1,48.139,44.9,
